"hhid","dist_road2","dist_popcenter2","dist_market","dist_border2","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","popdensity","hybrid_V8","ssa_aez09","afmnslp_pct","srtm_1k","twi","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2018_tot","h2018_wetQ","h2018_wetQstart","qstartavg","ndvi_avg","ndvi_max","h2018_ndvi_avg","h2018_ndvi_max","lat_dd_mod","lon_dd_mod"
180099,2.1,27.6,126.9,312.4,27.6,255,240,1529,341,925,397,43,313,3,560,15,1,1,1,1,1,1,1,1480,754,17,1357,645,13,27,0.317,0.422,0.266,0.37,9.20953725138,8.47389041737
180100,2.1,27.6,126.9,312.4,27.6,255,240,1529,341,925,397,43,313,3,560,15,1,1,1,1,1,1,1,1480,754,17,1357,645,13,27,0.317,0.422,0.266,0.37,9.20953725138,8.47389041737
189003,0.9,24.4,118.3,305.3,24.4,251,238,1255,288,778,566,68,313,3,625,14,2,1,2,1,1,1,2,1447,854,19,1305,744,19,23,0.294,0.374,0.231,0.288,10.3370052418,7.39518613691
189005,0.9,24.4,118.3,305.3,24.4,251,238,1255,288,778,566,68,313,3,625,14,2,1,2,1,1,1,2,1447,854,19,1305,744,19,23,0.294,0.374,0.231,0.288,10.3370052418,7.39518613691
189006,0.9,24.4,118.3,305.3,24.4,251,238,1255,288,778,566,68,313,3,625,14,2,1,2,1,1,1,2,1447,854,19,1305,744,19,23,0.294,0.374,0.231,0.288,10.3370052418,7.39518613691
189007,0.9,24.4,118.3,305.3,24.4,251,238,1255,288,778,566,68,313,3,625,14,2,1,2,1,1,1,2,1447,854,19,1305,744,19,23,0.294,0.374,0.231,0.288,10.3370052418,7.39518613691
189008,0.9,24.4,118.3,305.3,24.4,251,238,1255,288,778,566,68,313,3,625,14,2,1,2,1,1,1,2,1447,854,19,1305,744,19,23,0.294,0.374,0.231,0.288,10.3370052418,7.39518613691
189009,0.9,24.4,118.3,305.3,24.4,251,238,1255,288,778,566,68,313,3,625,14,2,1,2,1,1,1,2,1447,854,19,1305,744,19,23,0.294,0.374,0.231,0.288,10.3370052418,7.39518613691
189010,0.9,24.4,118.3,305.3,24.4,251,238,1255,288,778,566,68,313,3,625,14,2,1,2,1,1,1,2,1447,854,19,1305,744,19,23,0.294,0.374,0.231,0.288,10.3370052418,7.39518613691
189011,0.9,24.4,118.3,305.3,24.4,251,238,1255,288,778,566,68,313,3,625,14,2,1,2,1,1,1,2,1447,854,19,1305,744,19,23,0.294,0.374,0.231,0.288,10.3370052418,7.39518613691
189012,0.9,24.4,118.3,305.3,24.4,251,238,1255,288,778,566,68,313,3,625,14,2,1,2,1,1,1,2,1447,854,19,1305,744,19,23,0.294,0.374,0.231,0.288,10.3370052418,7.39518613691
189014,0.8,24.7,128.9,309.5,24.7,249,236,1265,294,787,60,61,313,4,659,12,1,1,2,1,1,1,2,1496,879,19,1354,739,19,24,0.278,0.348,0.192,0.302,10.3356319011,7.63962411647
189015,0.8,24.7,128.9,309.5,24.7,249,236,1265,294,787,60,61,313,4,659,12,1,1,2,1,1,1,2,1496,879,19,1354,739,19,24,0.278,0.348,0.192,0.302,10.3356319011,7.63962411647
189016,0.8,24.7,128.9,309.5,24.7,249,236,1265,294,787,60,61,313,4,659,12,1,1,2,1,1,1,2,1496,879,19,1354,739,19,24,0.278,0.348,0.192,0.302,10.3356319011,7.63962411647
189017,0.8,24.7,128.9,309.5,24.7,249,236,1265,294,787,60,61,313,4,659,12,1,1,2,1,1,1,2,1496,879,19,1354,739,19,24,0.278,0.348,0.192,0.302,10.3356319011,7.63962411647
189018,0.8,24.7,128.9,309.5,24.7,249,236,1265,294,787,60,61,313,4,659,12,1,1,2,1,1,1,2,1496,879,19,1354,739,19,24,0.278,0.348,0.192,0.302,10.3356319011,7.63962411647
189019,0.8,24.7,128.9,309.5,24.7,249,236,1265,294,787,60,61,313,4,659,12,1,1,2,1,1,1,2,1496,879,19,1354,739,19,24,0.278,0.348,0.192,0.302,10.3356319011,7.63962411647
189020,0.8,24.7,128.9,309.5,24.7,249,236,1265,294,787,60,61,313,4,659,12,1,1,2,1,1,1,2,1496,879,19,1354,739,19,24,0.278,0.348,0.192,0.302,10.3356319011,7.63962411647
189021,0.8,24.7,128.9,309.5,24.7,249,236,1265,294,787,60,61,313,4,659,12,1,1,2,1,1,1,2,1496,879,19,1354,739,19,24,0.278,0.348,0.192,0.302,10.3356319011,7.63962411647
189023,0.8,24.7,128.9,309.5,24.7,249,236,1265,294,787,60,61,313,4,659,12,1,1,2,1,1,1,2,1496,879,19,1354,739,19,24,0.278,0.348,0.192,0.302,10.3356319011,7.63962411647
189024,0.8,24.7,128.9,309.5,24.7,249,236,1265,294,787,60,61,313,4,659,12,1,1,2,1,1,1,2,1496,879,19,1354,739,19,24,0.278,0.348,0.192,0.302,10.3356319011,7.63962411647
189025,1.6,1.5,123,276.7,1.5,253,240,1227,285,767,3229,58,313,3,584,15,2,1,2,1,1,1,2,1418,842,19,1284,739,19,24,0.292,0.366,0.182,0.22,10.4444478318,7.39190805636
189028,1.6,1.5,123,276.7,1.5,253,240,1227,285,767,3229,58,313,3,584,15,2,1,2,1,1,1,2,1418,842,19,1284,739,19,24,0.292,0.366,0.182,0.22,10.4444478318,7.39190805636
189029,1.6,1.5,123,276.7,1.5,253,240,1227,285,767,3229,58,313,3,584,15,2,1,2,1,1,1,2,1418,842,19,1284,739,19,24,0.292,0.366,0.182,0.22,10.4444478318,7.39190805636
189031,1.6,1.5,123,276.7,1.5,253,240,1227,285,767,3229,58,313,3,584,15,2,1,2,1,1,1,2,1418,842,19,1284,739,19,24,0.292,0.366,0.182,0.22,10.4444478318,7.39190805636
189032,1.6,1.5,123,276.7,1.5,253,240,1227,285,767,3229,58,313,3,584,15,2,1,2,1,1,1,2,1418,842,19,1284,739,19,24,0.292,0.366,0.182,0.22,10.4444478318,7.39190805636
189033,1.6,1.5,123,276.7,1.5,253,240,1227,285,767,3229,58,313,3,584,15,2,1,2,1,1,1,2,1418,842,19,1284,739,19,24,0.292,0.366,0.182,0.22,10.4444478318,7.39190805636
189034,1.6,1.5,123,276.7,1.5,253,240,1227,285,767,3229,58,313,3,584,15,2,1,2,1,1,1,2,1418,842,19,1284,739,19,24,0.292,0.366,0.182,0.22,10.4444478318,7.39190805636
189035,1.6,1.5,123,276.7,1.5,253,240,1227,285,767,3229,58,313,3,584,15,2,1,2,1,1,1,2,1418,842,19,1284,739,19,24,0.292,0.366,0.182,0.22,10.4444478318,7.39190805636
189036,1.6,1.5,123,276.7,1.5,253,240,1227,285,767,3229,58,313,3,584,15,2,1,2,1,1,1,2,1418,842,19,1284,739,19,24,0.292,0.366,0.182,0.22,10.4444478318,7.39190805636
189037,1.4,25,130.4,309.5,25,249,239,1020,280,696,203,65,312,2,674,15,1,1,1,1,1,1,1,1180,745,17,1148,652,17,23,0.301,0.38,0.222,0.274,11.1573171124,8.18270527369
189038,1.4,25,130.4,309.5,25,249,239,1020,280,696,203,65,312,2,674,15,1,1,1,1,1,1,1,1180,745,17,1148,652,17,23,0.301,0.38,0.222,0.274,11.1573171124,8.18270527369
189039,1.4,25,130.4,309.5,25,249,239,1020,280,696,203,65,312,2,674,15,1,1,1,1,1,1,1,1180,745,17,1148,652,17,23,0.301,0.38,0.222,0.274,11.1573171124,8.18270527369
189040,1.4,25,130.4,309.5,25,249,239,1020,280,696,203,65,312,2,674,15,1,1,1,1,1,1,1,1180,745,17,1148,652,17,23,0.301,0.38,0.222,0.274,11.1573171124,8.18270527369
189041,1.4,25,130.4,309.5,25,249,239,1020,280,696,203,65,312,2,674,15,1,1,1,1,1,1,1,1180,745,17,1148,652,17,23,0.301,0.38,0.222,0.274,11.1573171124,8.18270527369
189042,1.4,25,130.4,309.5,25,249,239,1020,280,696,203,65,312,2,674,15,1,1,1,1,1,1,1,1180,745,17,1148,652,17,23,0.301,0.38,0.222,0.274,11.1573171124,8.18270527369
189043,1.4,25,130.4,309.5,25,249,239,1020,280,696,203,65,312,2,674,15,1,1,1,1,1,1,1,1180,745,17,1148,652,17,23,0.301,0.38,0.222,0.274,11.1573171124,8.18270527369
189045,1.4,25,130.4,309.5,25,249,239,1020,280,696,203,65,312,2,674,15,1,1,1,1,1,1,1,1180,745,17,1148,652,17,23,0.301,0.38,0.222,0.274,11.1573171124,8.18270527369
189047,1.4,25,130.4,309.5,25,249,239,1020,280,696,203,65,312,2,674,15,1,1,1,1,1,1,1,1180,745,17,1148,652,17,23,0.301,0.38,0.222,0.274,11.1573171124,8.18270527369
189048,1.4,25,130.4,309.5,25,249,239,1020,280,696,203,65,312,2,674,15,1,1,1,1,1,1,1,1180,745,17,1148,652,17,23,0.301,0.38,0.222,0.274,11.1573171124,8.18270527369
189049,3.4,32.5,133.4,321.5,32.5,249,239,1016,281,695,1465,54,312,2,688,15,2,1,2,1,1,1,2,1175,743,17,1158,654,17,23,0.299,0.378,0.232,0.285,11.1684206887,8.21179773989
189051,3.4,32.5,133.4,321.5,32.5,249,239,1016,281,695,1465,54,312,2,688,15,2,1,2,1,1,1,2,1175,743,17,1158,654,17,23,0.299,0.378,0.232,0.285,11.1684206887,8.21179773989
189052,3.4,32.5,133.4,321.5,32.5,249,239,1016,281,695,1465,54,312,2,688,15,2,1,2,1,1,1,2,1175,743,17,1158,654,17,23,0.299,0.378,0.232,0.285,11.1684206887,8.21179773989
189053,3.4,32.5,133.4,321.5,32.5,249,239,1016,281,695,1465,54,312,2,688,15,2,1,2,1,1,1,2,1175,743,17,1158,654,17,23,0.299,0.378,0.232,0.285,11.1684206887,8.21179773989
189054,3.4,32.5,133.4,321.5,32.5,249,239,1016,281,695,1465,54,312,2,688,15,2,1,2,1,1,1,2,1175,743,17,1158,654,17,23,0.299,0.378,0.232,0.285,11.1684206887,8.21179773989
189055,3.4,32.5,133.4,321.5,32.5,249,239,1016,281,695,1465,54,312,2,688,15,2,1,2,1,1,1,2,1175,743,17,1158,654,17,23,0.299,0.378,0.232,0.285,11.1684206887,8.21179773989
189056,3.4,32.5,133.4,321.5,32.5,249,239,1016,281,695,1465,54,312,2,688,15,2,1,2,1,1,1,2,1175,743,17,1158,654,17,23,0.299,0.378,0.232,0.285,11.1684206887,8.21179773989
189057,3.4,32.5,133.4,321.5,32.5,249,239,1016,281,695,1465,54,312,2,688,15,2,1,2,1,1,1,2,1175,743,17,1158,654,17,23,0.299,0.378,0.232,0.285,11.1684206887,8.21179773989
189058,3.4,32.5,133.4,321.5,32.5,249,239,1016,281,695,1465,54,312,2,688,15,2,1,2,1,1,1,2,1175,743,17,1158,654,17,23,0.299,0.378,0.232,0.285,11.1684206887,8.21179773989
189060,3.4,32.5,133.4,321.5,32.5,249,239,1016,281,695,1465,54,312,2,688,15,2,1,2,1,1,1,2,1175,743,17,1158,654,17,23,0.299,0.378,0.232,0.285,11.1684206887,8.21179773989
189062,0.7,2.2,102,255.7,2.2,258,243,1510,339,912,356,57,313,10,501,12,2,2,1,1,1,1,1,1599,820,18,1405,663,19,25,0.297,0.384,0.242,0.312,9.37211032563,8.22958263963
189064,0.7,2.2,102,255.7,2.2,258,243,1510,339,912,356,57,313,10,501,12,2,2,1,1,1,1,1,1599,820,18,1405,663,19,25,0.297,0.384,0.242,0.312,9.37211032563,8.22958263963
189065,0.7,2.2,102,255.7,2.2,258,243,1510,339,912,356,57,313,10,501,12,2,2,1,1,1,1,1,1599,820,18,1405,663,19,25,0.297,0.384,0.242,0.312,9.37211032563,8.22958263963
189066,0.7,2.2,102,255.7,2.2,258,243,1510,339,912,356,57,313,10,501,12,2,2,1,1,1,1,1,1599,820,18,1405,663,19,25,0.297,0.384,0.242,0.312,9.37211032563,8.22958263963
189067,0.7,2.2,102,255.7,2.2,258,243,1510,339,912,356,57,313,10,501,12,2,2,1,1,1,1,1,1599,820,18,1405,663,19,25,0.297,0.384,0.242,0.312,9.37211032563,8.22958263963
189068,0.7,2.2,102,255.7,2.2,258,243,1510,339,912,356,57,313,10,501,12,2,2,1,1,1,1,1,1599,820,18,1405,663,19,25,0.297,0.384,0.242,0.312,9.37211032563,8.22958263963
189069,0.7,2.2,102,255.7,2.2,258,243,1510,339,912,356,57,313,10,501,12,2,2,1,1,1,1,1,1599,820,18,1405,663,19,25,0.297,0.384,0.242,0.312,9.37211032563,8.22958263963
189070,0.7,2.2,102,255.7,2.2,258,243,1510,339,912,356,57,313,10,501,12,2,2,1,1,1,1,1,1599,820,18,1405,663,19,25,0.297,0.384,0.242,0.312,9.37211032563,8.22958263963
189071,0.7,2.2,102,255.7,2.2,258,243,1510,339,912,356,57,313,10,501,12,2,2,1,1,1,1,1,1599,820,18,1405,663,19,25,0.297,0.384,0.242,0.312,9.37211032563,8.22958263963
189072,0.7,2.2,102,255.7,2.2,258,243,1510,339,912,356,57,313,10,501,12,2,2,1,1,1,1,1,1599,820,18,1405,663,19,25,0.297,0.384,0.242,0.312,9.37211032563,8.22958263963
189073,3.6,26.1,134.8,266.6,26.1,253,241,1204,284,757,6964,16,313,3,594,13,2,1,2,1,1,1,2,1368,813,19,1262,723,19,24,0.292,0.363,0.201,0.241,10.5380750952,7.46720138846
189074,3.6,26.1,134.8,266.6,26.1,253,241,1204,284,757,6964,16,313,3,594,13,2,1,2,1,1,1,2,1368,813,19,1262,723,19,24,0.292,0.363,0.201,0.241,10.5380750952,7.46720138846
189075,0.4,29.2,137,318.9,29.2,260,254,642,235,509,260,48,312,1,529,14,3,3,1,1,1,1,1,585,430,17,661,548,17,22,0.245,0.309,0.223,0.271,12.8122934547,8.05989807817
189076,3.6,26.1,134.8,266.6,26.1,253,241,1204,284,757,6964,16,313,3,594,13,2,1,2,1,1,1,2,1368,813,19,1262,723,19,24,0.292,0.363,0.201,0.241,10.5380750952,7.46720138846
189077,3.6,26.1,134.8,266.6,26.1,253,241,1204,284,757,6964,16,313,3,594,13,2,1,2,1,1,1,2,1368,813,19,1262,723,19,24,0.292,0.363,0.201,0.241,10.5380750952,7.46720138846
189078,3.6,26.1,134.8,266.6,26.1,253,241,1204,284,757,6964,16,313,3,594,13,2,1,2,1,1,1,2,1368,813,19,1262,723,19,24,0.292,0.363,0.201,0.241,10.5380750952,7.46720138846
189079,3.6,26.1,134.8,266.6,26.1,253,241,1204,284,757,6964,16,313,3,594,13,2,1,2,1,1,1,2,1368,813,19,1262,723,19,24,0.292,0.363,0.201,0.241,10.5380750952,7.46720138846
189080,3.6,26.1,134.8,266.6,26.1,253,241,1204,284,757,6964,16,313,3,594,13,2,1,2,1,1,1,2,1368,813,19,1262,723,19,24,0.292,0.363,0.201,0.241,10.5380750952,7.46720138846
189081,3.6,26.1,134.8,266.6,26.1,253,241,1204,284,757,6964,16,313,3,594,13,2,1,2,1,1,1,2,1368,813,19,1262,723,19,24,0.292,0.363,0.201,0.241,10.5380750952,7.46720138846
189082,3.6,26.1,134.8,266.6,26.1,253,241,1204,284,757,6964,16,313,3,594,13,2,1,2,1,1,1,2,1368,813,19,1262,723,19,24,0.292,0.363,0.201,0.241,10.5380750952,7.46720138846
189085,3.5,2.7,127.2,242.7,2.7,253,240,1214,284,761,7221,79,313,3,589,14,2,1,2,1,1,1,2,1393,827,19,1274,736,19,24,0.284,0.357,0.188,0.226,10.5012566428,7.44565163174
189086,3.5,2.7,127.2,242.7,2.7,253,240,1214,284,761,7221,79,313,3,589,14,2,1,2,1,1,1,2,1393,827,19,1274,736,19,24,0.284,0.357,0.188,0.226,10.5012566428,7.44565163174
189087,3.5,2.7,127.2,242.7,2.7,253,240,1214,284,761,7221,79,313,3,589,14,2,1,2,1,1,1,2,1393,827,19,1274,736,19,24,0.284,0.357,0.188,0.226,10.5012566428,7.44565163174
189089,3.5,2.7,127.2,242.7,2.7,253,240,1214,284,761,7221,79,313,3,589,14,2,1,2,1,1,1,2,1393,827,19,1274,736,19,24,0.284,0.357,0.188,0.226,10.5012566428,7.44565163174
189090,3.5,2.7,127.2,242.7,2.7,253,240,1214,284,761,7221,79,313,3,589,14,2,1,2,1,1,1,2,1393,827,19,1274,736,19,24,0.284,0.357,0.188,0.226,10.5012566428,7.44565163174
189091,3.5,2.7,127.2,242.7,2.7,253,240,1214,284,761,7221,79,313,3,589,14,2,1,2,1,1,1,2,1393,827,19,1274,736,19,24,0.284,0.357,0.188,0.226,10.5012566428,7.44565163174
189093,3.5,2.7,127.2,242.7,2.7,253,240,1214,284,761,7221,79,313,3,589,14,2,1,2,1,1,1,2,1393,827,19,1274,736,19,24,0.284,0.357,0.188,0.226,10.5012566428,7.44565163174
189094,3.5,2.7,127.2,242.7,2.7,253,240,1214,284,761,7221,79,313,3,589,14,2,1,2,1,1,1,2,1393,827,19,1274,736,19,24,0.284,0.357,0.188,0.226,10.5012566428,7.44565163174
189095,3.5,2.7,127.2,242.7,2.7,253,240,1214,284,761,7221,79,313,3,589,14,2,1,2,1,1,1,2,1393,827,19,1274,736,19,24,0.284,0.357,0.188,0.226,10.5012566428,7.44565163174
189096,3.5,2.7,127.2,242.7,2.7,253,240,1214,284,761,7221,79,313,3,589,14,2,1,2,1,1,1,2,1393,827,19,1274,736,19,24,0.284,0.357,0.188,0.226,10.5012566428,7.44565163174
189097,20.6,33.1,166.7,294.5,33.1,252,240,1211,283,759,3289,0,313,2,601,13,2,1,2,1,1,1,2,1387,827,19,1285,751,19,24,0.273,0.336,0.163,0.193,10.515107519,7.40263968792
189099,20.6,33.1,166.7,294.5,33.1,252,240,1211,283,759,3289,0,313,2,601,13,2,1,2,1,1,1,2,1387,827,19,1285,751,19,24,0.273,0.336,0.163,0.193,10.515107519,7.40263968792
189100,20.6,33.1,166.7,294.5,33.1,252,240,1211,283,759,3289,0,313,2,601,13,2,1,2,1,1,1,2,1387,827,19,1285,751,19,24,0.273,0.336,0.163,0.193,10.515107519,7.40263968792
189101,20.6,33.1,166.7,294.5,33.1,252,240,1211,283,759,3289,0,313,2,601,13,2,1,2,1,1,1,2,1387,827,19,1285,751,19,24,0.273,0.336,0.163,0.193,10.515107519,7.40263968792
189102,20.6,33.1,166.7,294.5,33.1,252,240,1211,283,759,3289,0,313,2,601,13,2,1,2,1,1,1,2,1387,827,19,1285,751,19,24,0.273,0.336,0.163,0.193,10.515107519,7.40263968792
189103,20.6,33.1,166.7,294.5,33.1,252,240,1211,283,759,3289,0,313,2,601,13,2,1,2,1,1,1,2,1387,827,19,1285,751,19,24,0.273,0.336,0.163,0.193,10.515107519,7.40263968792
189104,20.6,33.1,166.7,294.5,33.1,252,240,1211,283,759,3289,0,313,2,601,13,2,1,2,1,1,1,2,1387,827,19,1285,751,19,24,0.273,0.336,0.163,0.193,10.515107519,7.40263968792
189105,20.6,33.1,166.7,294.5,33.1,252,240,1211,283,759,3289,0,313,2,601,13,2,1,2,1,1,1,2,1387,827,19,1285,751,19,24,0.273,0.336,0.163,0.193,10.515107519,7.40263968792
189106,20.6,33.1,166.7,294.5,33.1,252,240,1211,283,759,3289,0,313,2,601,13,2,1,2,1,1,1,2,1387,827,19,1285,751,19,24,0.273,0.336,0.163,0.193,10.515107519,7.40263968792
189108,20.6,33.1,166.7,294.5,33.1,252,240,1211,283,759,3289,0,313,2,601,13,2,1,2,1,1,1,2,1387,827,19,1285,751,19,24,0.273,0.336,0.163,0.193,10.515107519,7.40263968792
189109,0.4,23.1,135.9,309.3,23.1,251,238,1237,294,780,201,65,313,2,624,14,2,1,2,1,1,1,2,1475,868,19,1358,734,19,23,0.278,0.347,0.207,0.323,10.4226523846,7.7717964177
189110,0.4,23.1,135.9,309.3,23.1,251,238,1237,294,780,201,65,313,2,624,14,2,1,2,1,1,1,2,1475,868,19,1358,734,19,23,0.278,0.347,0.207,0.323,10.4226523846,7.7717964177
189112,0.4,23.1,135.9,309.3,23.1,251,238,1237,294,780,201,65,313,2,624,14,2,1,2,1,1,1,2,1475,868,19,1358,734,19,23,0.278,0.347,0.207,0.323,10.4226523846,7.7717964177
189116,0.4,23.1,135.9,309.3,23.1,251,238,1237,294,780,201,65,313,2,624,14,2,1,2,1,1,1,2,1475,868,19,1358,734,19,23,0.278,0.347,0.207,0.323,10.4226523846,7.7717964177
189117,0.4,23.1,135.9,309.3,23.1,251,238,1237,294,780,201,65,313,2,624,14,2,1,2,1,1,1,2,1475,868,19,1358,734,19,23,0.278,0.347,0.207,0.323,10.4226523846,7.7717964177
189118,0.4,23.1,135.9,309.3,23.1,251,238,1237,294,780,201,65,313,2,624,14,2,1,2,1,1,1,2,1475,868,19,1358,734,19,23,0.278,0.347,0.207,0.323,10.4226523846,7.7717964177
189119,0.4,23.1,135.9,309.3,23.1,251,238,1237,294,780,201,65,313,2,624,14,2,1,2,1,1,1,2,1475,868,19,1358,734,19,23,0.278,0.347,0.207,0.323,10.4226523846,7.7717964177
189120,0.4,23.1,135.9,309.3,23.1,251,238,1237,294,780,201,65,313,2,624,14,2,1,2,1,1,1,2,1475,868,19,1358,734,19,23,0.278,0.347,0.207,0.323,10.4226523846,7.7717964177
189121,0.1,38.7,49.8,358.3,38.7,250,238,1186,296,769,175,33,312,12,685,12,1,1,2,1,1,1,2,1464,865,18,1339,665,17,24,0.314,0.399,0.259,0.336,10.5632084707,8.24222750413
189122,0.1,38.7,49.8,358.3,38.7,250,238,1186,296,769,175,33,312,12,685,12,1,1,2,1,1,1,2,1464,865,18,1339,665,17,24,0.314,0.399,0.259,0.336,10.5632084707,8.24222750413
189125,0.1,38.7,49.8,358.3,38.7,250,238,1186,296,769,175,33,312,12,685,12,1,1,2,1,1,1,2,1464,865,18,1339,665,17,24,0.314,0.399,0.259,0.336,10.5632084707,8.24222750413
189126,0.1,38.7,49.8,358.3,38.7,250,238,1186,296,769,175,33,312,12,685,12,1,1,2,1,1,1,2,1464,865,18,1339,665,17,24,0.314,0.399,0.259,0.336,10.5632084707,8.24222750413
189127,0.1,38.7,49.8,358.3,38.7,250,238,1186,296,769,175,33,312,12,685,12,1,1,2,1,1,1,2,1464,865,18,1339,665,17,24,0.314,0.399,0.259,0.336,10.5632084707,8.24222750413
189128,0.1,38.7,49.8,358.3,38.7,250,238,1186,296,769,175,33,312,12,685,12,1,1,2,1,1,1,2,1464,865,18,1339,665,17,24,0.314,0.399,0.259,0.336,10.5632084707,8.24222750413
189129,0.1,38.7,49.8,358.3,38.7,250,238,1186,296,769,175,33,312,12,685,12,1,1,2,1,1,1,2,1464,865,18,1339,665,17,24,0.314,0.399,0.259,0.336,10.5632084707,8.24222750413
189130,0.1,38.7,49.8,358.3,38.7,250,238,1186,296,769,175,33,312,12,685,12,1,1,2,1,1,1,2,1464,865,18,1339,665,17,24,0.314,0.399,0.259,0.336,10.5632084707,8.24222750413
189131,0.1,38.7,49.8,358.3,38.7,250,238,1186,296,769,175,33,312,12,685,12,1,1,2,1,1,1,2,1464,865,18,1339,665,17,24,0.314,0.399,0.259,0.336,10.5632084707,8.24222750413
189132,0.1,38.7,49.8,358.3,38.7,250,238,1186,296,769,175,33,312,12,685,12,1,1,2,1,1,1,2,1464,865,18,1339,665,17,24,0.314,0.399,0.259,0.336,10.5632084707,8.24222750413
189133,9.1,12.1,32,337.2,12.1,244,232,1207,295,780,105,60,312,5,838,13,1,1,1,2,1,1,1,1400,786,16,1337,647,12,25,0.287,0.361,0.223,0.298,10.3754800971,8.75104299182
189134,9.1,12.1,32,337.2,12.1,244,232,1207,295,780,105,60,312,5,838,13,1,1,1,2,1,1,1,1400,786,16,1337,647,12,25,0.287,0.361,0.223,0.298,10.3754800971,8.75104299182
189136,9.1,12.1,32,337.2,12.1,244,232,1207,295,780,105,60,312,5,838,13,1,1,1,2,1,1,1,1400,786,16,1337,647,12,25,0.287,0.361,0.223,0.298,10.3754800971,8.75104299182
189137,9.1,12.1,32,337.2,12.1,244,232,1207,295,780,105,60,312,5,838,13,1,1,1,2,1,1,1,1400,786,16,1337,647,12,25,0.287,0.361,0.223,0.298,10.3754800971,8.75104299182
189139,9.1,12.1,32,337.2,12.1,244,232,1207,295,780,105,60,312,5,838,13,1,1,1,2,1,1,1,1400,786,16,1337,647,12,25,0.287,0.361,0.223,0.298,10.3754800971,8.75104299182
189140,9.1,12.1,32,337.2,12.1,244,232,1207,295,780,105,60,312,5,838,13,1,1,1,2,1,1,1,1400,786,16,1337,647,12,25,0.287,0.361,0.223,0.298,10.3754800971,8.75104299182
189141,9.1,12.1,32,337.2,12.1,244,232,1207,295,780,105,60,312,5,838,13,1,1,1,2,1,1,1,1400,786,16,1337,647,12,25,0.287,0.361,0.223,0.298,10.3754800971,8.75104299182
189142,9.1,12.1,32,337.2,12.1,244,232,1207,295,780,105,60,312,5,838,13,1,1,1,2,1,1,1,1400,786,16,1337,647,12,25,0.287,0.361,0.223,0.298,10.3754800971,8.75104299182
189143,9.1,12.1,32,337.2,12.1,244,232,1207,295,780,105,60,312,5,838,13,1,1,1,2,1,1,1,1400,786,16,1337,647,12,25,0.287,0.361,0.223,0.298,10.3754800971,8.75104299182
189144,9.1,12.1,32,337.2,12.1,244,232,1207,295,780,105,60,312,5,838,13,1,1,1,2,1,1,1,1400,786,16,1337,647,12,25,0.287,0.361,0.223,0.298,10.3754800971,8.75104299182
189147,2.2,2.2,97,407.3,2.2,247,235,1195,296,777,423,59,312,2,773,16,1,1,1,2,1,1,1,1395,788,17,1362,664,17,25,0.285,0.358,0.243,0.285,10.4167450134,8.71238653195
189148,2.2,2.2,97,407.3,2.2,247,235,1195,296,777,423,59,312,2,773,16,1,1,1,2,1,1,1,1395,788,17,1362,664,17,25,0.285,0.358,0.243,0.285,10.4167450134,8.71238653195
189149,2.2,2.2,97,407.3,2.2,247,235,1195,296,777,423,59,312,2,773,16,1,1,1,2,1,1,1,1395,788,17,1362,664,17,25,0.285,0.358,0.243,0.285,10.4167450134,8.71238653195
189150,2.2,2.2,97,407.3,2.2,247,235,1195,296,777,423,59,312,2,773,16,1,1,1,2,1,1,1,1395,788,17,1362,664,17,25,0.285,0.358,0.243,0.285,10.4167450134,8.71238653195
189151,2.2,2.2,97,407.3,2.2,247,235,1195,296,777,423,59,312,2,773,16,1,1,1,2,1,1,1,1395,788,17,1362,664,17,25,0.285,0.358,0.243,0.285,10.4167450134,8.71238653195
189152,2.2,2.2,97,407.3,2.2,247,235,1195,296,777,423,59,312,2,773,16,1,1,1,2,1,1,1,1395,788,17,1362,664,17,25,0.285,0.358,0.243,0.285,10.4167450134,8.71238653195
189154,2.2,2.2,97,407.3,2.2,247,235,1195,296,777,423,59,312,2,773,16,1,1,1,2,1,1,1,1395,788,17,1362,664,17,25,0.285,0.358,0.243,0.285,10.4167450134,8.71238653195
189155,2.2,2.2,97,407.3,2.2,247,235,1195,296,777,423,59,312,2,773,16,1,1,1,2,1,1,1,1395,788,17,1362,664,17,25,0.285,0.358,0.243,0.285,10.4167450134,8.71238653195
189156,2.2,2.2,97,407.3,2.2,247,235,1195,296,777,423,59,312,2,773,16,1,1,1,2,1,1,1,1395,788,17,1362,664,17,25,0.285,0.358,0.243,0.285,10.4167450134,8.71238653195
189157,7.2,42.1,76.7,328.2,42.1,244,233,1208,297,781,587,61,312,2,805,13,1,1,1,2,1,1,1,1425,812,17,1387,670,18,25,0.288,0.356,0.251,0.331,10.4217849519,8.63946705965
189158,7.2,42.1,76.7,328.2,42.1,244,233,1208,297,781,587,61,312,2,805,13,1,1,1,2,1,1,1,1425,812,17,1387,670,18,25,0.288,0.356,0.251,0.331,10.4217849519,8.63946705965
189159,7.2,42.1,76.7,328.2,42.1,244,233,1208,297,781,587,61,312,2,805,13,1,1,1,2,1,1,1,1425,812,17,1387,670,18,25,0.288,0.356,0.251,0.331,10.4217849519,8.63946705965
