"hhid","dist_road2","dist_popcenter2","dist_market","dist_border2","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","popdensity","hybrid_V8","ssa_aez09","afmnslp_pct","srtm_1k","twi","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2018_tot","h2018_wetQ","h2018_wetQstart","qstartavg","ndvi_avg","ndvi_max","h2018_ndvi_avg","h2018_ndvi_max","lat_dd_mod","lon_dd_mod"
10001,1.1,4.2,50.1,533.2,4.2,262,249,2147,320,903,1092,29,313,11,126,13,3,2,1,1,1,1,1,1767,823,17,2279,1088,13,26,0.347,0.462,0.463,0.54,5.53545594433,7.53153560163
10002,1.1,4.2,50.1,533.2,4.2,262,249,2147,320,903,1092,29,313,11,126,13,3,2,1,1,1,1,1,1767,823,17,2279,1088,13,26,0.347,0.462,0.463,0.54,5.53545594433,7.53153560163
10003,1.1,4.2,50.1,533.2,4.2,262,249,2147,320,903,1092,29,313,11,126,13,3,2,1,1,1,1,1,1767,823,17,2279,1088,13,26,0.347,0.462,0.463,0.54,5.53545594433,7.53153560163
10004,1.1,4.2,50.1,533.2,4.2,262,249,2147,320,903,1092,29,313,11,126,13,3,2,1,1,1,1,1,1767,823,17,2279,1088,13,26,0.347,0.462,0.463,0.54,5.53545594433,7.53153560163
10005,1.1,4.2,50.1,533.2,4.2,262,249,2147,320,903,1092,29,313,11,126,13,3,2,1,1,1,1,1,1767,823,17,2279,1088,13,26,0.347,0.462,0.463,0.54,5.53545594433,7.53153560163
10008,1.1,4.2,50.1,533.2,4.2,262,249,2147,320,903,1092,29,313,11,126,13,3,2,1,1,1,1,1,1767,823,17,2279,1088,13,26,0.347,0.462,0.463,0.54,5.53545594433,7.53153560163
10009,1.1,11.3,44.9,539,11.3,260,247,2183,326,914,1317,34,313,10,137,12,3,2,1,1,1,1,1,1791,826,18,2255,1066,16,26,0.301,0.399,0.399,0.497,5.46540908966,7.56949383789
10010,1.1,4.2,50.1,533.2,4.2,262,249,2147,320,903,1092,29,313,11,126,13,3,2,1,1,1,1,1,1767,823,17,2279,1088,13,26,0.347,0.462,0.463,0.54,5.53545594433,7.53153560163
10031,2.2,3.7,3,527.4,3.7,264,251,2314,365,1005,1578,16,314,3,59,22,3,2,1,1,1,1,1,1772,799,16,2576,1128,16,25,0.22,0.3,0.196,0.222,5.14203254737,7.37471602851
10032,2.2,3.7,3,527.4,3.7,264,251,2314,365,1005,1578,16,314,3,59,22,3,2,1,1,1,1,1,1772,799,16,2576,1128,16,25,0.22,0.3,0.196,0.222,5.14203254737,7.37471602851
10033,2.2,3.7,3,527.4,3.7,264,251,2314,365,1005,1578,16,314,3,59,22,3,2,1,1,1,1,1,1772,799,16,2576,1128,16,25,0.22,0.3,0.196,0.222,5.14203254737,7.37471602851
10034,2.2,3.7,3,527.4,3.7,264,251,2314,365,1005,1578,16,314,3,59,22,3,2,1,1,1,1,1,1772,799,16,2576,1128,16,25,0.22,0.3,0.196,0.222,5.14203254737,7.37471602851
10035,2.2,3.7,3,527.4,3.7,264,251,2314,365,1005,1578,16,314,3,59,22,3,2,1,1,1,1,1,1772,799,16,2576,1128,16,25,0.22,0.3,0.196,0.222,5.14203254737,7.37471602851
10036,2.2,3.7,3,527.4,3.7,264,251,2314,365,1005,1578,16,314,3,59,22,3,2,1,1,1,1,1,1772,799,16,2576,1128,16,25,0.22,0.3,0.196,0.222,5.14203254737,7.37471602851
10037,2.2,3.7,3,527.4,3.7,264,251,2314,365,1005,1578,16,314,3,59,22,3,2,1,1,1,1,1,1772,799,16,2576,1128,16,25,0.22,0.3,0.196,0.222,5.14203254737,7.37471602851
10038,2.2,3.7,3,527.4,3.7,264,251,2314,365,1005,1578,16,314,3,59,22,3,2,1,1,1,1,1,1772,799,16,2576,1128,16,25,0.22,0.3,0.196,0.222,5.14203254737,7.37471602851
10040,2.2,3.7,3,527.4,3.7,264,251,2314,365,1005,1578,16,314,3,59,22,3,2,1,1,1,1,1,1772,799,16,2576,1128,16,25,0.22,0.3,0.196,0.222,5.14203254737,7.37471602851
10051,1.5,2.1,2.9,528.2,2.1,264,251,2355,374,1026,18210,49,314,1,58,15,3,2,1,1,1,1,1,1757,791,16,2578,1130,16,23,0.226,0.308,0.187,0.209,5.09037333332,7.36620770377
10053,1.5,2.1,2.9,528.2,2.1,264,251,2355,374,1026,18210,49,314,1,58,15,3,2,1,1,1,1,1,1757,791,16,2578,1130,16,23,0.226,0.308,0.187,0.209,5.09037333332,7.36620770377
10054,1.5,2.1,2.9,528.2,2.1,264,251,2355,374,1026,18210,49,314,1,58,15,3,2,1,1,1,1,1,1757,791,16,2578,1130,16,23,0.226,0.308,0.187,0.209,5.09037333332,7.36620770377
10055,1.5,2.1,2.9,528.2,2.1,264,251,2355,374,1026,18210,49,314,1,58,15,3,2,1,1,1,1,1,1757,791,16,2578,1130,16,23,0.226,0.308,0.187,0.209,5.09037333332,7.36620770377
10056,1.5,2.1,2.9,528.2,2.1,264,251,2355,374,1026,18210,49,314,1,58,15,3,2,1,1,1,1,1,1757,791,16,2578,1130,16,23,0.226,0.308,0.187,0.209,5.09037333332,7.36620770377
10057,1.5,2.1,2.9,528.2,2.1,264,251,2355,374,1026,18210,49,314,1,58,15,3,2,1,1,1,1,1,1757,791,16,2578,1130,16,23,0.226,0.308,0.187,0.209,5.09037333332,7.36620770377
10058,1.5,2.1,2.9,528.2,2.1,264,251,2355,374,1026,18210,49,314,1,58,15,3,2,1,1,1,1,1,1757,791,16,2578,1130,16,23,0.226,0.308,0.187,0.209,5.09037333332,7.36620770377
10059,1.5,2.1,2.9,528.2,2.1,264,251,2355,374,1026,18210,49,314,1,58,15,3,2,1,1,1,1,1,1757,791,16,2578,1130,16,23,0.226,0.308,0.187,0.209,5.09037333332,7.36620770377
10060,1.5,2.1,2.9,528.2,2.1,264,251,2355,374,1026,18210,49,314,1,58,15,3,2,1,1,1,1,1,1757,791,16,2578,1130,16,23,0.226,0.308,0.187,0.209,5.09037333332,7.36620770377
10061,8.8,24,23.3,528.3,24,261,248,2233,341,952,653,21,314,3,109,16,3,2,1,1,1,1,1,1777,809,18,2605,1159,17,27,0.282,0.368,0.299,0.328,5.31524834074,7.4334346461
10062,8.8,24,23.3,528.3,24,261,248,2233,341,952,653,21,314,3,109,16,3,2,1,1,1,1,1,1777,809,18,2605,1159,17,27,0.282,0.368,0.299,0.328,5.31524834074,7.4334346461
10063,8.8,24,23.3,528.3,24,261,248,2233,341,952,653,21,314,3,109,16,3,2,1,1,1,1,1,1777,809,18,2605,1159,17,27,0.282,0.368,0.299,0.328,5.31524834074,7.4334346461
10064,8.8,24,23.3,528.3,24,261,248,2233,341,952,653,21,314,3,109,16,3,2,1,1,1,1,1,1777,809,18,2605,1159,17,27,0.282,0.368,0.299,0.328,5.31524834074,7.4334346461
10065,0.5,3.3,3.3,530.5,3.3,264,251,2341,370,1016,3293,5,314,1,65,14,3,2,1,1,1,1,1,1766,799,16,2569,1147,16,24,0.226,0.305,0.194,0.212,5.11615185902,7.39632754995
10066,8.8,24,23.3,528.3,24,261,248,2233,341,952,653,21,314,3,109,16,3,2,1,1,1,1,1,1777,809,18,2605,1159,17,27,0.282,0.368,0.299,0.328,5.31524834074,7.4334346461
10067,8.8,24,23.3,528.3,24,261,248,2233,341,952,653,21,314,3,109,16,3,2,1,1,1,1,1,1777,809,18,2605,1159,17,27,0.282,0.368,0.299,0.328,5.31524834074,7.4334346461
10068,8.8,24,23.3,528.3,24,261,248,2233,341,952,653,21,314,3,109,16,3,2,1,1,1,1,1,1777,809,18,2605,1159,17,27,0.282,0.368,0.299,0.328,5.31524834074,7.4334346461
10069,8.8,24,23.3,528.3,24,261,248,2233,341,952,653,21,314,3,109,16,3,2,1,1,1,1,1,1777,809,18,2605,1159,17,27,0.282,0.368,0.299,0.328,5.31524834074,7.4334346461
10070,8.8,24,23.3,528.3,24,261,248,2233,341,952,653,21,314,3,109,16,3,2,1,1,1,1,1,1777,809,18,2605,1159,17,27,0.282,0.368,0.299,0.328,5.31524834074,7.4334346461
10071,1.1,12.3,57.7,514,12.3,267,253,1988,305,850,1121,42,313,3,119,18,2,2,1,1,1,1,1,1505,712,16,2176,1027,16,26,0.347,0.448,0.355,0.412,5.91892832509,7.42249845731
10072,1.1,12.3,57.7,514,12.3,267,253,1988,305,850,1121,42,313,3,119,18,2,2,1,1,1,1,1,1505,712,16,2176,1027,16,26,0.347,0.448,0.355,0.412,5.91892832509,7.42249845731
10073,1.1,12.3,57.7,514,12.3,267,253,1988,305,850,1121,42,313,3,119,18,2,2,1,1,1,1,1,1505,712,16,2176,1027,16,26,0.347,0.448,0.355,0.412,5.91892832509,7.42249845731
10074,1.1,12.3,57.7,514,12.3,267,253,1988,305,850,1121,42,313,3,119,18,2,2,1,1,1,1,1,1505,712,16,2176,1027,16,26,0.347,0.448,0.355,0.412,5.91892832509,7.42249845731
10075,1.1,12.3,57.7,514,12.3,267,253,1988,305,850,1121,42,313,3,119,18,2,2,1,1,1,1,1,1505,712,16,2176,1027,16,26,0.347,0.448,0.355,0.412,5.91892832509,7.42249845731
10076,1.1,12.3,57.7,514,12.3,267,253,1988,305,850,1121,42,313,3,119,18,2,2,1,1,1,1,1,1505,712,16,2176,1027,16,26,0.347,0.448,0.355,0.412,5.91892832509,7.42249845731
10077,1.1,12.3,57.7,514,12.3,267,253,1988,305,850,1121,42,313,3,119,18,2,2,1,1,1,1,1,1505,712,16,2176,1027,16,26,0.347,0.448,0.355,0.412,5.91892832509,7.42249845731
10078,1.1,12.3,57.7,514,12.3,267,253,1988,305,850,1121,42,313,3,119,18,2,2,1,1,1,1,1,1505,712,16,2176,1027,16,26,0.347,0.448,0.355,0.412,5.91892832509,7.42249845731
10079,1.1,12.3,57.7,514,12.3,267,253,1988,305,850,1121,42,313,3,119,18,2,2,1,1,1,1,1,1505,712,16,2176,1027,16,26,0.347,0.448,0.355,0.412,5.91892832509,7.42249845731
10080,1.1,12.3,57.7,514,12.3,267,253,1988,305,850,1121,42,313,3,119,18,2,2,1,1,1,1,1,1505,712,16,2176,1027,16,26,0.347,0.448,0.355,0.412,5.91892832509,7.42249845731
10091,6.8,19.3,30.3,544.6,19.3,263,250,2208,331,929,611,39,314,4,88,13,3,2,1,1,1,1,1,1783,819,17,2378,1076,16,26,0.266,0.359,0.216,0.353,5.38520298007,7.5278870437
10092,6.8,19.3,30.3,544.6,19.3,263,250,2208,331,929,611,39,314,4,88,13,3,2,1,1,1,1,1,1783,819,17,2378,1076,16,26,0.266,0.359,0.216,0.353,5.38520298007,7.5278870437
10093,1.4,3.1,3.2,525,3.1,264,251,2258,342,954,750,44,314,3,71,16,3,2,1,1,1,1,1,1859,844,17,2266,1070,16,27,0.258,0.35,0.238,0.316,5.28980449205,7.57803727898
10094,6.8,19.3,30.3,544.6,19.3,263,250,2208,331,929,611,39,314,4,88,13,3,2,1,1,1,1,1,1783,819,17,2378,1076,16,26,0.266,0.359,0.216,0.353,5.38520298007,7.5278870437
10096,6.8,19.3,30.3,544.6,19.3,263,250,2208,331,929,611,39,314,4,88,13,3,2,1,1,1,1,1,1783,819,17,2378,1076,16,26,0.266,0.359,0.216,0.353,5.38520298007,7.5278870437
10097,6.8,19.3,30.3,544.6,19.3,263,250,2208,331,929,611,39,314,4,88,13,3,2,1,1,1,1,1,1783,819,17,2378,1076,16,26,0.266,0.359,0.216,0.353,5.38520298007,7.5278870437
10098,6.8,19.3,30.3,544.6,19.3,263,250,2208,331,929,611,39,314,4,88,13,3,2,1,1,1,1,1,1783,819,17,2378,1076,16,26,0.266,0.359,0.216,0.353,5.38520298007,7.5278870437
10099,6.8,19.3,30.3,544.6,19.3,263,250,2208,331,929,611,39,314,4,88,13,3,2,1,1,1,1,1,1783,819,17,2378,1076,16,26,0.266,0.359,0.216,0.353,5.38520298007,7.5278870437
10100,6.8,19.3,30.3,544.6,19.3,263,250,2208,331,929,611,39,314,4,88,13,3,2,1,1,1,1,1,1783,819,17,2378,1076,16,26,0.266,0.359,0.216,0.353,5.38520298007,7.5278870437
10102,4.8,16.9,34.8,536.5,16.9,265,251,2075,312,882,253,44,313,4,109,14,3,2,1,1,1,1,1,1672,794,17,2440,1187,17,26,0.374,0.478,0.423,0.493,5.69861467033,7.51949932817
10103,4.8,16.9,34.8,536.5,16.9,265,251,2075,312,882,253,44,313,4,109,14,3,2,1,1,1,1,1,1672,794,17,2440,1187,17,26,0.374,0.478,0.423,0.493,5.69861467033,7.51949932817
10104,4.8,16.9,34.8,536.5,16.9,265,251,2075,312,882,253,44,313,4,109,14,3,2,1,1,1,1,1,1672,794,17,2440,1187,17,26,0.374,0.478,0.423,0.493,5.69861467033,7.51949932817
10105,4.8,16.9,34.8,536.5,16.9,265,251,2075,312,882,253,44,313,4,109,14,3,2,1,1,1,1,1,1672,794,17,2440,1187,17,26,0.374,0.478,0.423,0.493,5.69861467033,7.51949932817
10106,4.8,16.9,34.8,536.5,16.9,265,251,2075,312,882,253,44,313,4,109,14,3,2,1,1,1,1,1,1672,794,17,2440,1187,17,26,0.374,0.478,0.423,0.493,5.69861467033,7.51949932817
10107,4.8,16.9,34.8,536.5,16.9,265,251,2075,312,882,253,44,313,4,109,14,3,2,1,1,1,1,1,1672,794,17,2440,1187,17,26,0.374,0.478,0.423,0.493,5.69861467033,7.51949932817
10108,4.8,16.9,34.8,536.5,16.9,265,251,2075,312,882,253,44,313,4,109,14,3,2,1,1,1,1,1,1672,794,17,2440,1187,17,26,0.374,0.478,0.423,0.493,5.69861467033,7.51949932817
10109,4.8,16.9,34.8,536.5,16.9,265,251,2075,312,882,253,44,313,4,109,14,3,2,1,1,1,1,1,1672,794,17,2440,1187,17,26,0.374,0.478,0.423,0.493,5.69861467033,7.51949932817
10110,4.8,16.9,34.8,536.5,16.9,265,251,2075,312,882,253,44,313,4,109,14,3,2,1,1,1,1,1,1672,794,17,2440,1187,17,26,0.374,0.478,0.423,0.493,5.69861467033,7.51949932817
19001,2.4,9.4,56.3,524.2,9.4,264,251,2351,372,1022,6855,0,314,4,57,14,3,2,1,1,1,1,1,1760,795,16,2581,1147,16,23,0.226,0.307,0.193,0.213,5.10125583335,7.38236269147
19002,2.4,9.4,56.3,524.2,9.4,264,251,2351,372,1022,6855,0,314,4,57,14,3,2,1,1,1,1,1,1760,795,16,2581,1147,16,23,0.226,0.307,0.193,0.213,5.10125583335,7.38236269147
19005,2.4,9.4,56.3,524.2,9.4,264,251,2351,372,1022,6855,0,314,4,57,14,3,2,1,1,1,1,1,1760,795,16,2581,1147,16,23,0.226,0.307,0.193,0.213,5.10125583335,7.38236269147
19006,2.4,9.4,56.3,524.2,9.4,264,251,2351,372,1022,6855,0,314,4,57,14,3,2,1,1,1,1,1,1760,795,16,2581,1147,16,23,0.226,0.307,0.193,0.213,5.10125583335,7.38236269147
19007,2.4,9.4,56.3,524.2,9.4,264,251,2351,372,1022,6855,0,314,4,57,14,3,2,1,1,1,1,1,1760,795,16,2581,1147,16,23,0.226,0.307,0.193,0.213,5.10125583335,7.38236269147
19008,2.4,9.4,56.3,524.2,9.4,264,251,2351,372,1022,6855,0,314,4,57,14,3,2,1,1,1,1,1,1760,795,16,2581,1147,16,23,0.226,0.307,0.193,0.213,5.10125583335,7.38236269147
19009,2.4,9.4,56.3,524.2,9.4,264,251,2351,372,1022,6855,0,314,4,57,14,3,2,1,1,1,1,1,1760,795,16,2581,1147,16,23,0.226,0.307,0.193,0.213,5.10125583335,7.38236269147
19010,2.4,9.4,56.3,524.2,9.4,264,251,2351,372,1022,6855,0,314,4,57,14,3,2,1,1,1,1,1,1760,795,16,2581,1147,16,23,0.226,0.307,0.193,0.213,5.10125583335,7.38236269147
19012,2.4,9.4,56.3,524.2,9.4,264,251,2351,372,1022,6855,0,314,4,57,14,3,2,1,1,1,1,1,1760,795,16,2581,1147,16,23,0.226,0.307,0.193,0.213,5.10125583335,7.38236269147
19014,5.9,11.7,49,510.5,11.7,264,251,2334,370,1018,17007,0,314,1,54,14,3,2,1,1,1,1,1,1756,790,16,2605,1127,16,23,0.222,0.3,0.175,0.198,5.10364996514,7.3404791643
19015,5.9,11.7,49,510.5,11.7,264,251,2334,370,1018,17007,0,314,1,54,14,3,2,1,1,1,1,1,1756,790,16,2605,1127,16,23,0.222,0.3,0.175,0.198,5.10364996514,7.3404791643
19017,5.9,11.7,49,510.5,11.7,264,251,2334,370,1018,17007,0,314,1,54,14,3,2,1,1,1,1,1,1756,790,16,2605,1127,16,23,0.222,0.3,0.175,0.198,5.10364996514,7.3404791643
19018,5.9,11.7,49,510.5,11.7,264,251,2334,370,1018,17007,0,314,1,54,14,3,2,1,1,1,1,1,1756,790,16,2605,1127,16,23,0.222,0.3,0.175,0.198,5.10364996514,7.3404791643
19019,5.9,11.7,49,510.5,11.7,264,251,2334,370,1018,17007,0,314,1,54,14,3,2,1,1,1,1,1,1756,790,16,2605,1127,16,23,0.222,0.3,0.175,0.198,5.10364996514,7.3404791643
19020,5.9,11.7,49,510.5,11.7,264,251,2334,370,1018,17007,0,314,1,54,14,3,2,1,1,1,1,1,1756,790,16,2605,1127,16,23,0.222,0.3,0.175,0.198,5.10364996514,7.3404791643
19023,5.9,11.7,49,510.5,11.7,264,251,2334,370,1018,17007,0,314,1,54,14,3,2,1,1,1,1,1,1756,790,16,2605,1127,16,23,0.222,0.3,0.175,0.198,5.10364996514,7.3404791643
19024,5.9,11.7,49,510.5,11.7,264,251,2334,370,1018,17007,0,314,1,54,14,3,2,1,1,1,1,1,1756,790,16,2605,1127,16,23,0.222,0.3,0.175,0.198,5.10364996514,7.3404791643
19025,1.5,1.9,2.4,529.5,1.9,264,251,2350,371,1021,3215,0,314,3,54,17,3,2,1,1,1,1,1,1762,797,16,2574,1150,16,23,0.226,0.307,0.194,0.213,5.10564426979,7.39271035246
19026,1.5,1.9,2.4,529.5,1.9,264,251,2350,371,1021,3215,0,314,3,54,17,3,2,1,1,1,1,1,1762,797,16,2574,1150,16,23,0.226,0.307,0.194,0.213,5.10564426979,7.39271035246
19028,1.5,1.9,2.4,529.5,1.9,264,251,2350,371,1021,3215,0,314,3,54,17,3,2,1,1,1,1,1,1762,797,16,2574,1150,16,23,0.226,0.307,0.194,0.213,5.10564426979,7.39271035246
19029,1.5,1.9,2.4,529.5,1.9,264,251,2350,371,1021,3215,0,314,3,54,17,3,2,1,1,1,1,1,1762,797,16,2574,1150,16,23,0.226,0.307,0.194,0.213,5.10564426979,7.39271035246
19031,1.5,1.9,2.4,529.5,1.9,264,251,2350,371,1021,3215,0,314,3,54,17,3,2,1,1,1,1,1,1762,797,16,2574,1150,16,23,0.226,0.307,0.194,0.213,5.10564426979,7.39271035246
19032,1.5,1.9,2.4,529.5,1.9,264,251,2350,371,1021,3215,0,314,3,54,17,3,2,1,1,1,1,1,1762,797,16,2574,1150,16,23,0.226,0.307,0.194,0.213,5.10564426979,7.39271035246
19033,1.5,1.9,2.4,529.5,1.9,264,251,2350,371,1021,3215,0,314,3,54,17,3,2,1,1,1,1,1,1762,797,16,2574,1150,16,23,0.226,0.307,0.194,0.213,5.10564426979,7.39271035246
19034,1.5,1.9,2.4,529.5,1.9,264,251,2350,371,1021,3215,0,314,3,54,17,3,2,1,1,1,1,1,1762,797,16,2574,1150,16,23,0.226,0.307,0.194,0.213,5.10564426979,7.39271035246
19035,1.5,1.9,2.4,529.5,1.9,264,251,2350,371,1021,3215,0,314,3,54,17,3,2,1,1,1,1,1,1762,797,16,2574,1150,16,23,0.226,0.307,0.194,0.213,5.10564426979,7.39271035246
19036,1.5,1.9,2.4,529.5,1.9,264,251,2350,371,1021,3215,0,314,3,54,17,3,2,1,1,1,1,1,1762,797,16,2574,1150,16,23,0.226,0.307,0.194,0.213,5.10564426979,7.39271035246
19037,2.4,18.6,67,528.4,18.6,262,248,2079,316,887,709,32,313,8,183,13,3,2,1,1,1,1,1,1705,798,18,2180,1096,16,27,0.372,0.46,0.449,0.504,5.71798741973,7.65765101223
19038,2.4,18.6,67,528.4,18.6,262,248,2079,316,887,709,32,313,8,183,13,3,2,1,1,1,1,1,1705,798,18,2180,1096,16,27,0.372,0.46,0.449,0.504,5.71798741973,7.65765101223
19039,2.4,18.6,67,528.4,18.6,262,248,2079,316,887,709,32,313,8,183,13,3,2,1,1,1,1,1,1705,798,18,2180,1096,16,27,0.372,0.46,0.449,0.504,5.71798741973,7.65765101223
19040,2.4,18.6,67,528.4,18.6,262,248,2079,316,887,709,32,313,8,183,13,3,2,1,1,1,1,1,1705,798,18,2180,1096,16,27,0.372,0.46,0.449,0.504,5.71798741973,7.65765101223
19041,2.4,18.6,67,528.4,18.6,262,248,2079,316,887,709,32,313,8,183,13,3,2,1,1,1,1,1,1705,798,18,2180,1096,16,27,0.372,0.46,0.449,0.504,5.71798741973,7.65765101223
19043,2.4,18.6,67,528.4,18.6,262,248,2079,316,887,709,32,313,8,183,13,3,2,1,1,1,1,1,1705,798,18,2180,1096,16,27,0.372,0.46,0.449,0.504,5.71798741973,7.65765101223
19044,2.4,18.6,67,528.4,18.6,262,248,2079,316,887,709,32,313,8,183,13,3,2,1,1,1,1,1,1705,798,18,2180,1096,16,27,0.372,0.46,0.449,0.504,5.71798741973,7.65765101223
19045,2.4,18.6,67,528.4,18.6,262,248,2079,316,887,709,32,313,8,183,13,3,2,1,1,1,1,1,1705,798,18,2180,1096,16,27,0.372,0.46,0.449,0.504,5.71798741973,7.65765101223
19047,2.4,18.6,67,528.4,18.6,262,248,2079,316,887,709,32,313,8,183,13,3,2,1,1,1,1,1,1705,798,18,2180,1096,16,27,0.372,0.46,0.449,0.504,5.71798741973,7.65765101223
19048,2.4,18.6,67,528.4,18.6,262,248,2079,316,887,709,32,313,8,183,13,3,2,1,1,1,1,1,1705,798,18,2180,1096,16,27,0.372,0.46,0.449,0.504,5.71798741973,7.65765101223
19049,0.3,2.8,3.1,530.5,2.8,262,248,2113,317,894,2500,44,313,4,139,13,3,2,1,1,1,1,1,1733,803,17,2307,1129,13,27,0.37,0.474,0.418,0.48,5.62097186629,7.55673647204
19050,0.3,2.8,3.1,530.5,2.8,262,248,2113,317,894,2500,44,313,4,139,13,3,2,1,1,1,1,1,1733,803,17,2307,1129,13,27,0.37,0.474,0.418,0.48,5.62097186629,7.55673647204
19051,0.3,2.8,3.1,530.5,2.8,262,248,2113,317,894,2500,44,313,4,139,13,3,2,1,1,1,1,1,1733,803,17,2307,1129,13,27,0.37,0.474,0.418,0.48,5.62097186629,7.55673647204
19052,0.3,2.8,3.1,530.5,2.8,262,248,2113,317,894,2500,44,313,4,139,13,3,2,1,1,1,1,1,1733,803,17,2307,1129,13,27,0.37,0.474,0.418,0.48,5.62097186629,7.55673647204
19054,0.3,2.8,3.1,530.5,2.8,262,248,2113,317,894,2500,44,313,4,139,13,3,2,1,1,1,1,1,1733,803,17,2307,1129,13,27,0.37,0.474,0.418,0.48,5.62097186629,7.55673647204
19055,0.3,2.8,3.1,530.5,2.8,262,248,2113,317,894,2500,44,313,4,139,13,3,2,1,1,1,1,1,1733,803,17,2307,1129,13,27,0.37,0.474,0.418,0.48,5.62097186629,7.55673647204
19056,0.3,2.8,3.1,530.5,2.8,262,248,2113,317,894,2500,44,313,4,139,13,3,2,1,1,1,1,1,1733,803,17,2307,1129,13,27,0.37,0.474,0.418,0.48,5.62097186629,7.55673647204
19058,0.3,2.8,3.1,530.5,2.8,262,248,2113,317,894,2500,44,313,4,139,13,3,2,1,1,1,1,1,1733,803,17,2307,1129,13,27,0.37,0.474,0.418,0.48,5.62097186629,7.55673647204
19060,0.3,2.8,3.1,530.5,2.8,262,248,2113,317,894,2500,44,313,4,139,13,3,2,1,1,1,1,1,1733,803,17,2307,1129,13,27,0.37,0.474,0.418,0.48,5.62097186629,7.55673647204
19061,10.8,17.9,74.3,543.1,17.9,261,249,2234,343,965,874,44,313,2,98,14,3,2,1,1,1,1,1,1746,792,17,2603,1094,17,25,0.293,0.389,0.307,0.368,5.29924489104,7.32849633635
19062,10.8,17.9,74.3,543.1,17.9,261,249,2234,343,965,874,44,313,2,98,14,3,2,1,1,1,1,1,1746,792,17,2603,1094,17,25,0.293,0.389,0.307,0.368,5.29924489104,7.32849633635
19063,10.8,17.9,74.3,543.1,17.9,261,249,2234,343,965,874,44,313,2,98,14,3,2,1,1,1,1,1,1746,792,17,2603,1094,17,25,0.293,0.389,0.307,0.368,5.29924489104,7.32849633635
19064,10.8,17.9,74.3,543.1,17.9,261,249,2234,343,965,874,44,313,2,98,14,3,2,1,1,1,1,1,1746,792,17,2603,1094,17,25,0.293,0.389,0.307,0.368,5.29924489104,7.32849633635
19066,10.8,17.9,74.3,543.1,17.9,261,249,2234,343,965,874,44,313,2,98,14,3,2,1,1,1,1,1,1746,792,17,2603,1094,17,25,0.293,0.389,0.307,0.368,5.29924489104,7.32849633635
19068,10.8,17.9,74.3,543.1,17.9,261,249,2234,343,965,874,44,313,2,98,14,3,2,1,1,1,1,1,1746,792,17,2603,1094,17,25,0.293,0.389,0.307,0.368,5.29924489104,7.32849633635
19069,10.8,17.9,74.3,543.1,17.9,261,249,2234,343,965,874,44,313,2,98,14,3,2,1,1,1,1,1,1746,792,17,2603,1094,17,25,0.293,0.389,0.307,0.368,5.29924489104,7.32849633635
19070,10.8,17.9,74.3,543.1,17.9,261,249,2234,343,965,874,44,313,2,98,14,3,2,1,1,1,1,1,1746,792,17,2603,1094,17,25,0.293,0.389,0.307,0.368,5.29924489104,7.32849633635
19071,10.8,17.9,74.3,543.1,17.9,261,249,2234,343,965,874,44,313,2,98,14,3,2,1,1,1,1,1,1746,792,17,2603,1094,17,25,0.293,0.389,0.307,0.368,5.29924489104,7.32849633635
19072,10.8,17.9,74.3,543.1,17.9,261,249,2234,343,965,874,44,313,2,98,14,3,2,1,1,1,1,1,1746,792,17,2603,1094,17,25,0.293,0.389,0.307,0.368,5.29924489104,7.32849633635
19073,0.2,10.9,60,534,10.9,262,249,2275,352,978,767,26,314,1,93,14,3,2,1,1,1,1,1,1795,813,16,2556,1124,16,26,0.25,0.334,0.255,0.304,5.22663914114,7.42083378557
19075,0.2,10.9,60,534,10.9,262,249,2275,352,978,767,26,314,1,93,14,3,2,1,1,1,1,1,1795,813,16,2556,1124,16,26,0.25,0.334,0.255,0.304,5.22663914114,7.42083378557
19076,0.2,10.9,60,534,10.9,262,249,2275,352,978,767,26,314,1,93,14,3,2,1,1,1,1,1,1795,813,16,2556,1124,16,26,0.25,0.334,0.255,0.304,5.22663914114,7.42083378557
19077,0.2,10.9,60,534,10.9,262,249,2275,352,978,767,26,314,1,93,14,3,2,1,1,1,1,1,1795,813,16,2556,1124,16,26,0.25,0.334,0.255,0.304,5.22663914114,7.42083378557
19079,0.2,10.9,60,534,10.9,262,249,2275,352,978,767,26,314,1,93,14,3,2,1,1,1,1,1,1795,813,16,2556,1124,16,26,0.25,0.334,0.255,0.304,5.22663914114,7.42083378557
19080,0.2,10.9,60,534,10.9,262,249,2275,352,978,767,26,314,1,93,14,3,2,1,1,1,1,1,1795,813,16,2556,1124,16,26,0.25,0.334,0.255,0.304,5.22663914114,7.42083378557
19081,0.2,10.9,60,534,10.9,262,249,2275,352,978,767,26,314,1,93,14,3,2,1,1,1,1,1,1795,813,16,2556,1124,16,26,0.25,0.334,0.255,0.304,5.22663914114,7.42083378557
19082,0.2,10.9,60,534,10.9,262,249,2275,352,978,767,26,314,1,93,14,3,2,1,1,1,1,1,1795,813,16,2556,1124,16,26,0.25,0.334,0.255,0.304,5.22663914114,7.42083378557
